ORIGIN,DEST,ORIGIN_DEGREE,DEST_DEGREE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,DEP_DELAY,DEP_TIME_NIGHT,DEP_TIME_TWILIGHT,DEP_TIME_MORNING,DEP_TIME_NOON,DEP_TIME_AFTERNOON,DEP_TIME_EVENING,CARRIER_AA,CARRIER_AS,CARRIER_B6,CARRIER_DL,CARRIER_EV,CARRIER_F9,CARRIER_HA,CARRIER_NK,CARRIER_OO,CARRIER_UA,CARRIER_VX,CARRIER_WN,MEDIAN_ARR_DELAY,MEAN_ARR_DELAY,Q1_ARR_DELAY,Q3_ARR_DELAY,Q0_ARR_DELAY,Q95_ARR_DELAY,MEDIAN_CARRIER_DELAY,MEAN_CARRIER_DELAY,Q1_CARRIER_DELAY,Q3_CARRIER_DELAY,Q0_CARRIER_DELAY,Q95_CARRIER_DELAY,MEDIAN_WEATHER_DELAY,MEAN_WEATHER_DELAY,Q1_WEATHER_DELAY,Q3_WEATHER_DELAY,Q0_WEATHER_DELAY,Q95_WEATHER_DELAY,MEDIAN_NAS_DELAY,MEAN_NAS_DELAY,Q1_NAS_DELAY,Q3_NAS_DELAY,Q0_NAS_DELAY,Q95_NAS_DELAY,MEDIAN_SECURITY_DELAY,MEAN_SECURITY_DELAY,Q1_SECURITY_DELAY,Q3_SECURITY_DELAY,Q0_SECURITY_DELAY,Q95_SECURITY_DELAY,MEDIAN_LATE_AIRCRAFT_DELAY,MEAN_LATE_AIRCRAFT_DELAY,Q1_LATE_AIRCRAFT_DELAY,Q3_LATE_AIRCRAFT_DELAY,Q0_LATE_AIRCRAFT_DELAY,Q95_LATE_AIRCRAFT_DELAY,MEDIAN_DEP_DELAY,MEAN_DEP_DELAY,Q1_DEP_DELAY,Q3_DEP_DELAY,Q0_DEP_DELAY,Q95_DEP_DELAY
IAH,CMH,99268,18917,0.0,0.0,0.0,0.0,0.0,-3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-5.5,-5.5,-10.25,-0.75,-14.05,3.049999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.5,-1.5,-2.8999999999999995,-1.1
OKC,ORD,11634,150532,0.0,0.0,0.0,0.0,0.0,-7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.0,18.0,4.0,32.0,-7.199999999999999,43.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,11.5,34.5,2.3000000000000003,43.699999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,4.0,26.0,-4.799999999999999,34.8
CLT,EWR,74006,76557,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-21.0,-17.666666666666668,-22.0,-15.0,-22.8,-10.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-6.333333333333333,-7.0,-6.0,-7.0,-5.200000000000001
SEA,DTW,99601,98159,0.0,0.0,0.0,0.0,0.0,7.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,-3.375,-7.25,5.25,-21.549999999999997,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.125,-2.5,4.75,-4.6499999999999995,10.899999999999995
XNA,DEN,4246,168003,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-6.0,-6.0,-8.5,-3.5,-10.5,-1.5000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-6.0,-6.0,-6.0,-5.999999999999999,-6.0
DFW,COS,67470,5986,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.5,18.5,10.75,26.25,4.55,32.449999999999996,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,4.5,0.30000000000000004,5.699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,7.0,21.0,1.4000000000000001,26.599999999999998,19.5,19.5,9.25,29.75,1.05,37.95
DTW,DFW,98159,67470,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
MSP,IAH,106716,99268,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-14.0,-12.0,-16.0,-5.0,-23.2,-1.0000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-1.0,-6.0,-2.0,-7.6000000000000005,10.799999999999997
SMX,SFO,350,127129,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IAH,STL,99268,43005,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,4.0,-0.5,8.5,-4.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,8.0,2.4,9.6
DFW,DCA,67470,51878,0.0,0.0,64.0,0.0,0.0,-7.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,31.5,31.5,15.25,47.75,2.25,60.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,16.0,48.0,3.2,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-6.0,-4.0,-6.8,-3.2
BNA,PIT,42788,18607,4.0,0.0,0.0,0.0,26.0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17.5,17.5,11.25,23.75,6.25,28.75,2.0,2.0,1.0,3.0,0.2,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,6.5,19.5,1.3,24.7,19.0,19.0,13.0,25.0,8.2,29.8
EAU,ORD,463,150532,0.0,0.0,0.0,0.0,0.0,-2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-11.0,-10.666666666666666,-11.5,-10.0,-11.9,-9.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-4.666666666666667,-6.0,-3.0,-7.6000000000000005,-2.2
DAL,MSY,57648,33936,35.0,0.0,18.0,0.0,0.0,35.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,14.428571428571429,-1.5,28.0,-10.6,49.099999999999994,0.0,10.142857142857142,0.0,18.0,0.0,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5714285714285716,0.0,0.0,0.0,12.599999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,0.0,3.5,0.0,11.199999999999996,21.0,17.285714285714285,-2.5,32.0,-4.4,42.69999999999999
PHL,ILM,45880,1669,0.0,0.0,0.0,0.0,0.0,-3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
TPA,DEN,50072,168003,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSP,LGA,6025,57313,0.0,0.0,0.0,0.0,20.0,33.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.5,10.5,5.75,15.25,1.95,19.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,15.0,1.0,19.0,18.0,18.0,10.5,25.5,4.5,31.499999999999996
ORD,LGA,150532,57313,18.0,0.0,0.0,0.0,0.0,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,8.1,0.5,15.5,-8.75,25.699999999999985,0.0,1.8,0.0,0.0,0.0,9.89999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,17.099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,7.699999999999985,-0.5,4.7,-2.75,12.25,-4.65,20.549999999999997
BOS,BNA,82073,42788,0.0,0.0,0.0,0.0,0.0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.0,-5.0,-15.0,5.0,-17.4,7.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.75,0.75,11.5,-2.25,17.499999999999993
MSP,EWR,106716,76557,0.0,0.0,0.0,0.0,0.0,-4.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-9.0,3.0,-14.5,8.5,-22.9,45.699999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,0.0,13.75,0.0,46.74999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,2.75,-3.25,3.0,-3.85,17.39999999999999
IAH,TUL,99268,8878,0.0,0.0,13.0,0.0,19.0,19.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-7.0,-0.2,-11.0,0.0,-14.2,25.599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,10.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,15.199999999999996,-3.0,0.8,-4.0,-3.0,-4.8,14.599999999999994
SMF,JFK,32727,58709,0.0,0.0,0.0,0.0,0.0,16.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.0,8.0,2.5,11.5,1.3,17.5,0.0,1.0,0.0,1.5,0.0,2.6999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,2.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,5.5,0.0,9.899999999999999,15.0,15.0,14.5,15.5,14.1,15.9
SJC,BUR,32808,20122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.0,0.16666666666666666,-3.0,0.5,-6.0,10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,2.75,-2.25,6.75
STL,IAH,43005,99268,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
MCI,DCA,34569,51878,0.0,0.0,0.0,0.0,0.0,-2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
STL,DFW,43005,67470,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
DAL,AMA,57648,2300,8.0,0.0,3.0,0.0,7.0,15.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8.0,8.0,1.75,14.25,-1.25,17.25,0.0,2.0,0.0,2.0,0.0,6.799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.0,2.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,1.75,0.0,5.9499999999999975,3.5,5.0,-0.5,9.0,-1.7,13.799999999999997
ORF,MCO,8246,89682,0.0,0.0,0.0,0.0,0.0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0
DFW,LAS,67470,120446,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-15.0,-4.4,-16.0,4.0,-23.2,24.799999999999994,0.0,4.4,0.0,0.0,0.0,17.599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,3.1999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,3.1999999999999993,0.0,5.4,-7.0,16.0,-7.800000000000001,24.0
LGA,FLL,57313,59958,0.0,0.0,0.0,0.0,0.0,-5.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7.5,11.375,-4.0,23.75,-15.6,45.3,0.5,5.875,0.0,7.25,0.0,22.94999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.375,0.0,4.75,0.0,7.6499999999999995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.125,0.0,7.5,0.0,28.499999999999986,6.0,13.125,-5.0,32.75,-5.6499999999999995,39.3
PHX,IND,115923,20910,0.0,0.0,0.0,0.0,0.0,-4.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-12.0,-2.0,-14.5,5.5,-16.5,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.666666666666667,0.0,11.5,0.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-6.0,-7.0,-5.0,-7.800000000000001,-4.2
GRR,RSW,7649,19440,0.0,0.0,0.0,0.0,0.0,-4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-10.5,-10.5,-13.25,-7.75,-15.45,-5.550000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-1.0,5.0,-3.4,7.3999999999999995
RDU,MSP,25897,106716,0.0,0.0,0.0,0.0,0.0,-1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0,11.0,7.5,14.5,4.7,17.299999999999997,9.0,9.0,4.5,13.5,0.9,17.099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,7.0,23.0,0.6000000000000001,29.4
MSY,HOU,33936,46467,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.0,0.5714285714285714,-8.5,6.0,-11.7,21.09999999999999,0.0,0.2857142857142857,0.0,0.0,0.0,1.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,1.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,14.699999999999985,0.0,4.142857142857143,-3.0,9.0,-5.3999999999999995,20.599999999999994
CLT,MCI,74006,34569,0.0,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,-2.0,-5.5,4.0,-12.299999999999999,4.800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,3.0,-3.0,6.5,-3.8000000000000003,13.299999999999997
FLL,PBG,59958,219,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
DAL,TPA,57648,50072,0.0,0.0,28.0,0.0,0.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28.0,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
AUS,LGB,33402,8995,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.5,5.5,2.75,8.25,0.55,10.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5,3.25,9.75,0.65,12.35
TUS,IAH,10566,99268,0.0,0.0,0.0,0.0,0.0,-6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-16.5,-16.5,-17.75,-15.25,-18.75,-14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.5,-6.5,-6.75,-6.25,-6.949999999999999,-6.05
CLT,MIA,74006,17748,0.0,0.0,0.0,0.0,0.0,-4.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-5.0,-7.333333333333333,-8.5,-5.0,-11.3,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-1.3333333333333333,-4.0,0.0,-4.0,3.1999999999999993
BNA,AUS,42788,33402,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIT,IAH,18607,99268,0.0,0.0,0.0,0.0,0.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-14.5,-14.5,-17.25,-11.75,-19.45,-9.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.5,-0.5,-1.9,-0.10000000000000009
IAD,BOS,24848,82073,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-16.0,-2.0,-19.0,-4.0,-19.8,38.39999999999999,0.0,0.4,0.0,0.0,0.0,1.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,37.599999999999994,-5.0,6.8,-5.0,-4.0,-5.800000000000001,42.39999999999999
ATL,AUS,322097,33402,0.0,0.0,0.0,0.0,0.0,-4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-9.0,-8.0,-12.0,-3.0,-16.75,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,0.0,-3.75,4.75,-4.75,7.0
HYS,DEN,353,168003,16.0,0.0,0.0,0.0,9.0,44.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.0,25.0,25.0,25.0,25.0,25.0,16.0,16.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,44.0,44.0,44.0,44.0,44.0,44.0
EWR,MHT,76557,5501,0.0,0.0,0.0,0.0,0.0,10.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31.5,31.5,20.25,42.75,11.25,51.75,25.0,25.0,12.5,37.5,2.5,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,0.2,3.8,33.5,33.5,21.75,45.25,12.35,54.65
ABQ,MDW,15237,79129,0.0,0.0,0.0,0.0,0.0,-5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,5.0,2.0,8.0,-0.3999999999999999,10.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,-1.75,4.75,-4.35,7.35
PHX,HOU,115923,46467,1.0,0.0,7.0,0.0,9.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,19.5,1.25,28.25,-2.9499999999999997,55.24999999999998,0.5,1.5,0.0,2.0,0.0,4.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,1.75,0.0,5.9499999999999975,0.0,0.0,0.0,0.0,0.0,0.0,4.5,16.5,0.0,21.0,0.0,49.79999999999998,4.5,17.75,-1.25,23.5,-1.85,55.89999999999998
MYR,ORD,3795,150532,0.0,0.0,0.0,0.0,0.0,-5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
DCA,SFO,51878,127129,0.0,0.0,0.0,0.0,0.0,-5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-9.5,-9.5,-15.75,-3.25,-20.75,1.7499999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,4.0,-4.4,6.3999999999999995
