ORIGIN,DEST,ORIGIN_DEGREE,DEST_DEGREE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,DEP_DELAY,DEP_TIME_NIGHT,DEP_TIME_TWILIGHT,DEP_TIME_MORNING,DEP_TIME_NOON,DEP_TIME_AFTERNOON,DEP_TIME_EVENING,CARRIER_AA,CARRIER_AS,CARRIER_B6,CARRIER_DL,CARRIER_EV,CARRIER_F9,CARRIER_HA,CARRIER_NK,CARRIER_OO,CARRIER_UA,CARRIER_VX,CARRIER_WN,MEDIAN_ARR_DELAY,MEAN_ARR_DELAY,Q1_ARR_DELAY,Q3_ARR_DELAY,Q0_ARR_DELAY,Q95_ARR_DELAY,MEDIAN_CARRIER_DELAY,MEAN_CARRIER_DELAY,Q1_CARRIER_DELAY,Q3_CARRIER_DELAY,Q0_CARRIER_DELAY,Q95_CARRIER_DELAY,MEDIAN_WEATHER_DELAY,MEAN_WEATHER_DELAY,Q1_WEATHER_DELAY,Q3_WEATHER_DELAY,Q0_WEATHER_DELAY,Q95_WEATHER_DELAY,MEDIAN_NAS_DELAY,MEAN_NAS_DELAY,Q1_NAS_DELAY,Q3_NAS_DELAY,Q0_NAS_DELAY,Q95_NAS_DELAY,MEDIAN_SECURITY_DELAY,MEAN_SECURITY_DELAY,Q1_SECURITY_DELAY,Q3_SECURITY_DELAY,Q0_SECURITY_DELAY,Q95_SECURITY_DELAY,MEDIAN_LATE_AIRCRAFT_DELAY,MEAN_LATE_AIRCRAFT_DELAY,Q1_LATE_AIRCRAFT_DELAY,Q3_LATE_AIRCRAFT_DELAY,Q0_LATE_AIRCRAFT_DELAY,Q95_LATE_AIRCRAFT_DELAY,MEDIAN_DEP_DELAY,MEAN_DEP_DELAY,Q1_DEP_DELAY,Q3_DEP_DELAY,Q0_DEP_DELAY,Q95_DEP_DELAY
CMH,DCA,18917,51878,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.0,-4.333333333333333,-6.0,-2.0,-8.4,-1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-5.5,-4.5,-5.9,-4.1
PDX,HNL,43638,36100,0.0,0.0,0.0,0.0,0.0,-2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-13.5,-13.5,-17.25,-9.75,-20.25,-6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,-5.0,-3.0,-5.799999999999999,-2.2
MDW,STL,79129,43005,0.0,0.0,0.0,0.0,0.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-6.5,-9.333333333333334,-11.0,-5.0,-21.0,-2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-2.8333333333333335,-6.5,-2.0,-7.75,6.5
LAX,ORD,152781,150532,0.0,0.0,0.0,0.0,0.0,-7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-6.0,-4.428571428571429,-16.0,8.5,-24.35,21.049999999999997,0.0,0.7142857142857143,0.0,0.0,0.0,3.4999999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,6.4999999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2142857142857142,0.0,0.0,0.0,5.949999999999994,-1.0,3.7142857142857144,-5.0,9.5,-7.35,24.64999999999999
MDW,DEN,79129,168003,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-12.0,-7.181818181818182,-20.5,2.5,-25.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3636363636363638,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,8.363636363636363,-2.0,15.0,-6.5,40.5
SMF,BUR,32727,20122,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.0,0.9090909090909091,-4.0,3.5,-7.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.8181818181818182,-2.0,0.0,-3.5,11.5
LAX,AUS,152781,33402,0.0,0.0,0.0,0.0,0.0,-3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.0,6.142857142857143,-10.0,11.0,-14.8,48.59999999999997,0.0,0.8571428571428571,0.0,0.0,0.0,4.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.857142857142858,0.0,11.0,0.0,44.39999999999998,3.0,14.142857142857142,-1.0,19.5,-2.3999999999999995,53.59999999999998
IAH,XNA,99268,4246,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-6.0,-5.666666666666667,-8.0,-3.5,-9.6,-1.5000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.3333333333333335,-3.5,-1.5,-3.9000000000000004,-0.30000000000000027
PDX,SFO,43638,127129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-5.5,-2.4166666666666665,-14.5,0.75,-24.45,32.19999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,28.349999999999955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,4.166666666666667,-7.0,5.5,-8.0,34.09999999999997
BOS,DEN,82073,168003,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.5,4.5625,-10.5,16.75,-24.25,52.75,0.0,2.1875,0.0,0.0,0.0,16.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.375,0.0,3.75,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6875,0.0,0.0,0.0,25.0,3.5,11.1875,-0.25,21.75,-4.75,42.75
BOS,DTW,82073,98159,0.0,0.0,0.0,0.0,0.0,-3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-11.0,-6.111111111111111,-15.0,0.0,-19.8,19.59999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5555555555555556,0.0,0.0,0.0,8.399999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.0,9.599999999999994,-3.0,-0.1111111111111111,-5.0,4.0,-6.6000000000000005,12.799999999999997
MSY,LAX,33936,152781,0.0,0.0,16.0,0.0,0.0,-2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.0,13.333333333333334,6.25,23.5,-6.0,24.0,3.0,5.666666666666667,0.0,9.75,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.666666666666667,1.25,13.75,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.5,8.5,8.166666666666666,1.5,15.5,-1.5,17.0
IAH,OMA,99268,13645,0.0,0.0,0.0,0.0,0.0,-5.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.5,-8.25,-9.25,-5.5,-14.65,-4.300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.25,-4.25,-2.0,-4.85,-2.0
ORD,PHX,150532,115923,0.0,0.0,0.0,0.0,0.0,-5.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-9.0,-6.916666666666667,-13.25,0.0,-17.8,5.2499999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.916666666666667,-3.5,12.0,-5.8999999999999995,19.049999999999994
BNA,LGA,42788,57313,0.0,0.0,34.0,0.0,0.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.0,2.142857142857143,-6.0,2.0,-7.7,25.29999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.857142857142857,0.0,0.0,0.0,23.799999999999976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8571428571428571,-4.5,2.0,-5.699999999999999,4.699999999999999
DTW,ORF,98159,8246,0.0,0.0,0.0,0.0,0.0,-2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-15.5,-15.5,-17.25,-13.75,-18.650000000000002,-12.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-6.5,-3.5,-7.699999999999999,-2.3000000000000003
COS,IAH,5986,99268,0.0,0.0,0.0,0.0,0.0,-2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-8.0,0.4,-10.0,3.0,-14.8,26.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,3.1999999999999993,0.0,5.8,0.0,0.0,0.0,23.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.8,-6.0,-2.0,-6.800000000000001,2.799999999999999
BWI,SLC,79861,88398,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-3.0,-0.6,-10.0,12.0,-21.200000000000003,19.999999999999996,0.0,4.4,0.0,0.0,0.0,17.599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.4,-7.0,1.0,-7.000000000000001,17.799999999999994
SAN,IAH,60051,99268,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-12.0,-10.8,-12.0,-9.0,-19.200000000000003,-1.8000000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.4,-1.0,2.0,-4.2,2.8
MDW,RSW,79129,19440,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-6.0,0.625,-7.5,1.0,-16.799999999999997,33.64999999999998,0.0,0.375,0.0,0.0,0.0,1.9499999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.625,0.0,0.0,0.0,29.249999999999975,0.5,6.5,-1.75,2.5,-4.6499999999999995,37.14999999999998
MSY,SAN,33936,60051,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
DAL,SAT,57648,22709,0.0,0.0,0.0,0.0,22.0,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.0,3.0,-7.25,16.25,-11.75,22.75,0.0,3.8333333333333335,0.0,0.0,0.0,17.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,0.0,0.0,16.5,-0.5,6.833333333333333,-4.25,20.5,-6.5,27.0
MCI,CVG,34569,12692,0.0,0.0,0.0,0.0,0.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
PDX,AUS,43638,33402,0.0,0.0,0.0,0.0,0.0,-5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,3.0,2.5,3.5,2.1,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,-4.5,-3.5,-4.9,-3.0999999999999996
STL,ICT,43005,6143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-8.0,-7.666666666666667,-9.5,-6.0,-10.700000000000001,-4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.5,0.1,1.9
BOS,SEA,82073,99601,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-15.0,-7.714285714285714,-15.0,0.5,-19.9,8.999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,-0.5,17.5,-5.8999999999999995,39.39999999999999
CLT,JAX,74006,14089,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,-4.0,12.0,-10.399999999999999,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,15.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-6.0,-6.0,-6.0,-5.999999999999999,-6.0
LGA,TPA,57313,50072,0.0,0.0,0.0,0.0,0.0,-6.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-6.0,-3.3333333333333335,-16.25,-0.25,-23.25,26.25,0.0,1.3333333333333333,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,20.25,-3.0,5.666666666666667,-5.75,0.5,-7.5,40.0
SLC,BIL,88398,2829,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-8.0,-5.111111111111111,-11.0,-1.0,-12.600000000000001,9.199999999999994,0.0,1.7777777777777777,0.0,0.0,0.0,9.599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-0.6666666666666666,-3.0,0.0,-7.6,10.199999999999994
LAS,RDU,120446,25897,0.0,0.0,0.0,0.0,0.0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.0,-5.0,-9.5,-0.5,-13.1,3.099999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.5,0.5,-3.6999999999999997,1.6999999999999997
ORD,SBN,150532,3795,0.0,0.0,0.0,0.0,0.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-11.5,-8.25,-13.25,-6.5,-13.850000000000001,1.899999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-4.0,3.5,-6.4,4.699999999999999
IAH,SNA,99268,30716,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-11.0,-10.4,-15.0,-8.25,-20.55,2.3999999999999915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-0.1,-4.5,2.25,-5.0,9.099999999999998
DCA,MDW,51878,79129,0.0,0.0,0.0,0.0,0.0,-5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.0,9.466666666666667,-7.5,25.5,-13.3,54.39999999999999,0.0,1.1333333333333333,0.0,0.0,0.0,5.499999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,20.0,0.0,35.89999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.299999999999976,-2.0,4.066666666666666,-4.0,10.5,-5.3,23.29999999999999
IAH,DCA,99268,51878,15.0,0.0,0.0,0.0,0.0,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,1.5,-5.25,8.25,-10.649999999999999,13.649999999999999,7.5,7.5,3.75,11.25,0.75,14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,18.5,15.75,21.25,13.55,23.45
DEN,MSY,168003,33936,0.0,0.0,0.0,0.0,0.0,-5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-10.0,-6.833333333333333,-13.25,-3.0,-14.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-2.0,-5.75,-1.25,-6.0,7.5
PBI,LGA,17131,57313,2.0,0.0,4.0,0.0,23.0,58.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,5.0,-14.0,21.0,-18.6,33.199999999999996,0.0,0.2222222222222222,0.0,0.0,0.0,1.1999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.444444444444445,0.0,0.0,0.0,23.19999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.888888888888889,0.0,0.0,0.0,22.2,17.0,18.88888888888889,-3.0,28.0,-5.199999999999999,61.599999999999994
ORD,LNK,150532,2375,0.0,0.0,0.0,0.0,0.0,-5.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-11.0,-6.2,-12.0,1.0,-15.200000000000001,5.799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-6.0,-5.0,-7.6000000000000005,-1.8000000000000007
SEA,PSP,99601,6029,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7.0,-7.0,-9.5,-4.5,-11.499999999999998,-2.5000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.5,-5.5,-6.25,-4.75,-6.85,-4.15
OKC,DEN,11634,168003,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-2.5,-1.5,-5.75,1.75,-12.35,10.749999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,0.0,7.5,-2.4,20.699999999999992
SFO,MKE,127129,25784,0.0,0.0,0.0,0.0,0.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-11.5,-11.5,-12.75,-10.25,-13.749999999999998,-9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5,-3.5,-3.75,-3.25,-3.9499999999999997,-3.05
IAH,ATL,99268,322097,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-9.0,-9.357142857142858,-14.0,-5.25,-19.05,2.049999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-0.5,-4.0,1.75,-5.35,8.049999999999999
PHX,SAT,115923,22709,0.0,0.0,0.0,0.0,0.0,20.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1.0,-7.5,9.0,-13.8,13.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-1.5,11.5,-4.1,19.7
IAH,LAS,99268,120446,27.0,0.0,0.0,0.0,0.0,46.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-9.5,-7.416666666666667,-20.25,-3.75,-23.45,22.599999999999994,0.0,2.25,0.0,0.0,0.0,12.14999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5833333333333333,0.0,0.0,0.0,8.549999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,3.5,-3.25,6.25,-5.449999999999999,24.549999999999972
PHL,DEN,45880,168003,0.0,0.0,0.0,0.0,0.0,-3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-8.0,-6.428571428571429,-10.5,-2.5,-17.2,5.599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,4.0,-4.0,11.0,-4.7,19.599999999999994
MSP,ATW,106716,2766,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0,4.0,-0.5,8.5,-4.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,-2.5,-3.25,-1.75,-3.8499999999999996,-1.1500000000000001
LAS,GEG,120446,8303,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.5,-3.5,-4.75,-2.25,-5.749999999999999,-1.2500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,-2.5,-4.75,-0.25,-6.55,1.5499999999999996
OMA,DAL,13645,57648,0.0,0.0,0.0,0.0,0.0,14.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0
PBI,CLT,17131,74006,0.0,0.0,0.0,0.0,0.0,10.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5,2.25,1.25,8.5,-12.549999999999999,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.0,-1.75,6.25,-5.95,9.249999999999998
CMH,ATL,18917,322097,0.0,0.0,61.0,0.0,0.0,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-13.0,0.14285714285714285,-16.0,2.0,-18.4,45.69999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.714285714285714,0.0,0.0,0.0,42.69999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-2.4285714285714284,-5.0,-1.0,-5.0,2.799999999999997
