ORIGIN,DEST,UNIQUE_CARRIER,ORIGIN_DEGREE,DEST_DEGREE,ORIGIN_NAME,ORIGIN_CITY,ORIGIN_IATA,ORIGIN_STATE,DEST_NAME,DEST_CITY,DEST_IATA,DEST_STATE
MSY,IAH,NK,33936,99268,Louis Armstrong New Orleans International Airport,New Orleans,MSY,LA,George Bush Intercontinental Houston Airport,Houston,IAH,TX
MSY,IAH,OO,33936,99268,Louis Armstrong New Orleans International Airport,New Orleans,MSY,LA,George Bush Intercontinental Houston Airport,Houston,IAH,TX
GSP,IAH,EV,6025,99268,Greenville Spartanburg International Airport,Greenville,GSP,SC,George Bush Intercontinental Houston Airport,Houston,IAH,TX
HSV,IAH,EV,3509,99268,Huntsville International Carl T Jones Field,Huntsville,HSV,AL,George Bush Intercontinental Houston Airport,Houston,IAH,TX
DSM,IAH,OO,6125,99268,Des Moines International Airport,Des Moines,DSM,IA,George Bush Intercontinental Houston Airport,Houston,IAH,TX
DSM,IAH,EV,6125,99268,Des Moines International Airport,Des Moines,DSM,IA,George Bush Intercontinental Houston Airport,Houston,IAH,TX
MEM,IAH,EV,10350,99268,Memphis International Airport,Memphis,MEM,TN,George Bush Intercontinental Houston Airport,Houston,IAH,TX
MEM,IAH,OO,10350,99268,Memphis International Airport,Memphis,MEM,TN,George Bush Intercontinental Houston Airport,Houston,IAH,TX
TUS,IAH,OO,10566,99268,Tucson International Airport,Tucson,TUS,AZ,George Bush Intercontinental Houston Airport,Houston,IAH,TX
COS,IAH,OO,5986,99268,City of Colorado Springs Municipal Airport,Colorado Springs,COS,CO,George Bush Intercontinental Houston Airport,Houston,IAH,TX
MAF,IAH,EV,4062,99268,Midland International Airport,Midland,MAF,TX,George Bush Intercontinental Houston Airport,Houston,IAH,TX
ABQ,IAH,EV,15237,99268,Albuquerque International Sunport Airport,Albuquerque,ABQ,NM,George Bush Intercontinental Houston Airport,Houston,IAH,TX
ABQ,IAH,UA,15237,99268,Albuquerque International Sunport Airport,Albuquerque,ABQ,NM,George Bush Intercontinental Houston Airport,Houston,IAH,TX
ABQ,IAH,OO,15237,99268,Albuquerque International Sunport Airport,Albuquerque,ABQ,NM,George Bush Intercontinental Houston Airport,Houston,IAH,TX
VPS,IAH,EV,3493,99268,Destin-Ft Walton Beach Airport,Valparaiso,VPS,FL,George Bush Intercontinental Houston Airport,Houston,IAH,TX
VPS,IAH,OO,3493,99268,Destin-Ft Walton Beach Airport,Valparaiso,VPS,FL,George Bush Intercontinental Houston Airport,Houston,IAH,TX
ECP,IAH,EV,4071,99268,Northwest Florida Beaches International Airport,Panama City,ECP,FL,George Bush Intercontinental Houston Airport,Houston,IAH,TX
CLL,IAH,EV,890,99268,Easterwood Field,College Station,CLL,TX,George Bush Intercontinental Houston Airport,Houston,IAH,TX
TUL,IAH,EV,8878,99268,Tulsa International Airport,Tulsa,TUL,OK,George Bush Intercontinental Houston Airport,Houston,IAH,TX
LRD,IAH,EV,1351,99268,Laredo International Airport,Laredo,LRD,TX,George Bush Intercontinental Houston Airport,Houston,IAH,TX
XNA,IAH,EV,4246,99268,Northwest Arkansas Regional Airport,Bentonville,XNA,AR,George Bush Intercontinental Houston Airport,Houston,IAH,TX
LFT,IAH,EV,2223,99268,Lafayette Regional Airport,Lafayette,LFT,LA,George Bush Intercontinental Houston Airport,Houston,IAH,TX
MOB,IAH,EV,3481,99268,Mobile Regional Airport,Mobile,MOB,AL,George Bush Intercontinental Houston Airport,Houston,IAH,TX
LEX,IAH,EV,4019,99268,Blue Grass Airport,Lexington KY,LEX,KY,George Bush Intercontinental Houston Airport,Houston,IAH,TX
GPT,IAH,EV,2605,99268,Gulfport Biloxi International Airport,Gulfport,GPT,MS,George Bush Intercontinental Houston Airport,Houston,IAH,TX
SHV,IAH,EV,4175,99268,Shreveport Regional Airport,Shreveport,SHV,LA,George Bush Intercontinental Houston Airport,Houston,IAH,TX
OKC,IAH,EV,11634,99268,Will Rogers World Airport,Oklahoma City,OKC,OK,George Bush Intercontinental Houston Airport,Houston,IAH,TX
BRO,IAH,OO,1647,99268,Brownsville South Padre Island International Airport,Brownsville,BRO,TX,George Bush Intercontinental Houston Airport,Houston,IAH,TX
BRO,IAH,EV,1647,99268,Brownsville South Padre Island International Airport,Brownsville,BRO,TX,George Bush Intercontinental Houston Airport,Houston,IAH,TX
JAN,IAH,EV,3729,99268,Jackson-Medgar Wiley Evers International Airport,Jackson,JAN,MS,George Bush Intercontinental Houston Airport,Houston,IAH,TX
HOB,IAH,EV,380,99268,Lea County Regional Airport,Hobbs,HOB,NM,George Bush Intercontinental Houston Airport,Houston,IAH,TX
ICT,IAH,EV,6143,99268,Wichita Mid Continent Airport,Wichita,ICT,KS,George Bush Intercontinental Houston Airport,Houston,IAH,TX
GRR,IAH,EV,7649,99268,Gerald R. Ford International Airport,Grand Rapids,GRR,MI,George Bush Intercontinental Houston Airport,Houston,IAH,TX
PSP,IAH,OO,6029,99268,Palm Springs International Airport,Palm Springs,PSP,CA,George Bush Intercontinental Houston Airport,Houston,IAH,TX
BTR,IAH,EV,5697,99268,"Baton Rouge Metropolitan, Ryan Field",Baton Rouge,BTR,LA,George Bush Intercontinental Houston Airport,Houston,IAH,TX
HRL,IAH,EV,2414,99268,Valley International Airport,Harlingen,HRL,TX,George Bush Intercontinental Houston Airport,Houston,IAH,TX
MFE,IAH,UA,814,99268,Mc Allen Miller International Airport,Mcallen,MFE,TX,George Bush Intercontinental Houston Airport,Houston,IAH,TX
EGE,IAH,UA,557,99268,Eagle County Regional Airport,Vail,EGE,CO,George Bush Intercontinental Houston Airport,Houston,IAH,TX
CRP,IAH,OO,2522,99268,Corpus Christi International Airport,Corpus Christi,CRP,TX,George Bush Intercontinental Houston Airport,Houston,IAH,TX
CRP,IAH,EV,2522,99268,Corpus Christi International Airport,Corpus Christi,CRP,TX,George Bush Intercontinental Houston Airport,Houston,IAH,TX
LCH,IAH,EV,521,99268,Lake Charles Regional Airport,Lake Charles,LCH,LA,George Bush Intercontinental Houston Airport,Houston,IAH,TX
TYR,IAH,EV,169,99268,Tyler Pounds Regional Airport,Tyler,TYR,TX,George Bush Intercontinental Houston Airport,Houston,IAH,TX
LAX,PHX,AA,152781,115923,Los Angeles International Airport,Los Angeles,LAX,CA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
LAX,PHX,WN,152781,115923,Los Angeles International Airport,Los Angeles,LAX,CA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
LAX,PHX,DL,152781,115923,Los Angeles International Airport,Los Angeles,LAX,CA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
LAX,PHX,OO,152781,115923,Los Angeles International Airport,Los Angeles,LAX,CA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
LAX,PHX,UA,152781,115923,Los Angeles International Airport,Los Angeles,LAX,CA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
ATL,PHX,DL,322097,115923,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
ATL,PHX,AA,322097,115923,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
ATL,PHX,WN,322097,115923,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
DTW,PHX,AA,98159,115923,Detroit Metropolitan Wayne County Airport,Detroit,DTW,MI,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
DTW,PHX,WN,98159,115923,Detroit Metropolitan Wayne County Airport,Detroit,DTW,MI,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
DTW,PHX,DL,98159,115923,Detroit Metropolitan Wayne County Airport,Detroit,DTW,MI,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
ORD,PHX,AA,150532,115923,Chicago O'Hare International Airport,Chicago,ORD,IL,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
ORD,PHX,F9,150532,115923,Chicago O'Hare International Airport,Chicago,ORD,IL,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
ORD,PHX,UA,150532,115923,Chicago O'Hare International Airport,Chicago,ORD,IL,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
ORD,PHX,NK,150532,115923,Chicago O'Hare International Airport,Chicago,ORD,IL,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
IAH,PHX,AA,99268,115923,George Bush Intercontinental Houston Airport,Houston,IAH,TX,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
IAH,PHX,UA,99268,115923,George Bush Intercontinental Houston Airport,Houston,IAH,TX,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
MDW,PHX,WN,79129,115923,Chicago Midway International Airport,Chicago,MDW,IL,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
DCA,PHX,AA,51878,115923,Ronald Reagan Washington National Airport,Washington,DCA,VA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SFO,PHX,UA,127129,115923,San Francisco International Airport,San Francisco,SFO,CA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SFO,PHX,WN,127129,115923,San Francisco International Airport,San Francisco,SFO,CA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SFO,PHX,AA,127129,115923,San Francisco International Airport,San Francisco,SFO,CA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SFO,PHX,OO,127129,115923,San Francisco International Airport,San Francisco,SFO,CA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SFO,PHX,F9,127129,115923,San Francisco International Airport,San Francisco,SFO,CA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
EWR,PHX,AA,76557,115923,Newark Liberty International Airport,Newark,EWR,NJ,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
EWR,PHX,UA,76557,115923,Newark Liberty International Airport,Newark,EWR,NJ,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
BNA,PHX,WN,42788,115923,Nashville International Airport,Nashville,BNA,TN,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
CLE,PHX,WN,25087,115923,Cleveland Hopkins International Airport,Cleveland,CLE,OH,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SEA,PHX,AS,99601,115923,Seattle Tacoma International Airport,Seattle,SEA,WA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SEA,PHX,AA,99601,115923,Seattle Tacoma International Airport,Seattle,SEA,WA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SEA,PHX,WN,99601,115923,Seattle Tacoma International Airport,Seattle,SEA,WA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SEA,PHX,OO,99601,115923,Seattle Tacoma International Airport,Seattle,SEA,WA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
STL,PHX,AA,43005,115923,Lambert St Louis International Airport,St. Louis,STL,MO,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
STL,PHX,WN,43005,115923,Lambert St Louis International Airport,St. Louis,STL,MO,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
FLL,PHX,WN,59958,115923,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FLL,FL,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
CLT,PHX,AA,74006,115923,Charlotte Douglas International Airport,Charlotte,CLT,NC,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
IAD,PHX,UA,24848,115923,Washington Dulles International Airport,Washington,IAD,VA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
MSP,PHX,DL,106716,115923,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MSP,MN,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
MSP,PHX,WN,106716,115923,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MSP,MN,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
MSP,PHX,AA,106716,115923,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MSP,MN,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
BOS,PHX,B6,82073,115923,General Edward Lawrence Logan International Airport,Boston,BOS,MA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
BOS,PHX,AA,82073,115923,General Edward Lawrence Logan International Airport,Boston,BOS,MA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
TPA,PHX,WN,50072,115923,Tampa International Airport,Tampa,TPA,FL,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
TPA,PHX,AA,50072,115923,Tampa International Airport,Tampa,TPA,FL,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
MCO,PHX,AA,89682,115923,Orlando International Airport,Orlando,MCO,FL,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
MCO,PHX,WN,89682,115923,Orlando International Airport,Orlando,MCO,FL,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
JFK,PHX,B6,58709,115923,John F Kennedy International Airport,New York,JFK,NY,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
JFK,PHX,DL,58709,115923,John F Kennedy International Airport,New York,JFK,NY,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
OAK,PHX,WN,42979,115923,Metropolitan Oakland International Airport,Oakland,OAK,CA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
OAK,PHX,AA,42979,115923,Metropolitan Oakland International Airport,Oakland,OAK,CA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
PDX,PHX,AA,43638,115923,Portland International Airport,Portland,PDX,OR,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
PDX,PHX,WN,43638,115923,Portland International Airport,Portland,PDX,OR,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
PDX,PHX,AS,43638,115923,Portland International Airport,Portland,PDX,OR,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SMF,PHX,WN,32727,115923,Sacramento International Airport,Sacramento,SMF,CA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SMF,PHX,AA,32727,115923,Sacramento International Airport,Sacramento,SMF,CA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
DEN,PHX,WN,168003,115923,Denver International Airport,Denver,DEN,CO,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
DEN,PHX,UA,168003,115923,Denver International Airport,Denver,DEN,CO,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
DEN,PHX,AA,168003,115923,Denver International Airport,Denver,DEN,CO,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
DEN,PHX,F9,168003,115923,Denver International Airport,Denver,DEN,CO,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
DEN,PHX,NK,168003,115923,Denver International Airport,Denver,DEN,CO,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
DEN,PHX,OO,168003,115923,Denver International Airport,Denver,DEN,CO,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
MKE,PHX,WN,25784,115923,General Mitchell International Airport,Milwaukee,MKE,WI,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
MKE,PHX,AA,25784,115923,General Mitchell International Airport,Milwaukee,MKE,WI,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
PHL,PHX,WN,45880,115923,Philadelphia International Airport,Philadelphia,PHL,PA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
PHL,PHX,AA,45880,115923,Philadelphia International Airport,Philadelphia,PHL,PA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
MCI,PHX,WN,34569,115923,Kansas City International Airport,Kansas City,MCI,MO,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
BOI,PHX,WN,12310,115923,Boise Air Terminal/Gowen field,Boise,BOI,ID,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
BOI,PHX,AA,12310,115923,Boise Air Terminal/Gowen field,Boise,BOI,ID,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SJC,PHX,WN,32808,115923,Norman Y. Mineta San Jose International Airport,San Jose,SJC,CA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SJC,PHX,AA,32808,115923,Norman Y. Mineta San Jose International Airport,San Jose,SJC,CA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
OMA,PHX,AA,13645,115923,Eppley Airfield,Omaha,OMA,NE,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
OMA,PHX,WN,13645,115923,Eppley Airfield,Omaha,OMA,NE,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
OGG,PHX,AA,17168,115923,Kahului Airport,Kahului,OGG,HI,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
DFW,PHX,AA,67470,115923,Dallas Fort Worth International Airport,Dallas-Fort Worth,DFW,TX,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
DFW,PHX,NK,67470,115923,Dallas Fort Worth International Airport,Dallas-Fort Worth,DFW,TX,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
LAS,PHX,WN,120446,115923,McCarran International Airport,Las Vegas,LAS,NV,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
LAS,PHX,AA,120446,115923,McCarran International Airport,Las Vegas,LAS,NV,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
DAL,PHX,WN,57648,115923,Dallas Love Field,Dallas,DAL,TX,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
RDU,PHX,WN,25897,115923,Raleigh Durham International Airport,Raleigh-durham,RDU,NC,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
HOU,PHX,WN,46467,115923,William P Hobby Airport,Houston,HOU,TX,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SAN,PHX,WN,60051,115923,San Diego International Airport,San Diego,SAN,CA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SAN,PHX,AA,60051,115923,San Diego International Airport,San Diego,SAN,CA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SLC,PHX,AA,88398,115923,Salt Lake City International Airport,Salt Lake City,SLC,UT,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SLC,PHX,WN,88398,115923,Salt Lake City International Airport,Salt Lake City,SLC,UT,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SLC,PHX,DL,88398,115923,Salt Lake City International Airport,Salt Lake City,SLC,UT,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SLC,PHX,OO,88398,115923,Salt Lake City International Airport,Salt Lake City,SLC,UT,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
BWI,PHX,WN,79861,115923,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,BWI,MD,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
HNL,PHX,AA,36100,115923,Honolulu International Airport,Honolulu,HNL,HI,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
HNL,PHX,HA,36100,115923,Honolulu International Airport,Honolulu,HNL,HI,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
AUS,PHX,WN,33402,115923,Austin Bergstrom International Airport,Austin,AUS,TX,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
AUS,PHX,AA,33402,115923,Austin Bergstrom International Airport,Austin,AUS,TX,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SNA,PHX,WN,30716,115923,John Wayne Airport-Orange County Airport,Santa Ana,SNA,CA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SNA,PHX,AA,30716,115923,John Wayne Airport-Orange County Airport,Santa Ana,SNA,CA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
CMH,PHX,AA,18917,115923,Port Columbus International Airport,Columbus,CMH,OH,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
CMH,PHX,WN,18917,115923,Port Columbus International Airport,Columbus,CMH,OH,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
KOA,PHX,AA,9290,115923,Kona International At Keahole Airport,Kona,KOA,HI,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
SAT,PHX,WN,22709,115923,San Antonio International Airport,San Antonio,SAT,TX,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
GJT,PHX,OO,2217,115923,Grand Junction Regional Airport,Grand Junction,GJT,CO,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
IND,PHX,WN,20910,115923,Indianapolis International Airport,Indianapolis,IND,IN,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
IND,PHX,AA,20910,115923,Indianapolis International Airport,Indianapolis,IND,IN,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
ELP,PHX,WN,8551,115923,El Paso International Airport,El Paso,ELP,TX,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
BUF,PHX,WN,14581,115923,Buffalo Niagara International Airport,Buffalo,BUF,NY,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
PIT,PHX,AA,18607,115923,Pittsburgh International Airport,Pittsburgh,PIT,PA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
PIT,PHX,WN,18607,115923,Pittsburgh International Airport,Pittsburgh,PIT,PA,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ
